HID1,HID2
77189,76155
96285,96279
67017,67671
30037,30144
30037,30286
30037,30221
30037,30675
30037,30147
30037,30927
130197,130090
130197,130485
90170,90328
90170,90734
90170,90293
120234,120450
5955,6298
5955,5865
5955,43806
5955,5186
5955,5306
26374,25604
26374,25655
26374,148202
26374,148491
26374,25884
70082,68139
70082,70043
70082,69829
146898,97523
146898,146453
68674,67833
112186,112721
79613,79753
79613,79295
93793,129232
93793,94448
93793,129118
130016,130277
130016,129939
130016,130230
100950,100586
49614,49131
49614,49714
49614,49845
122865,122653
122865,123064
122865,124488
122865,123016
122865,124509
122865,122735
122865,122600
122865,124782
150695,150323
29847,29714
29847,29252
29847,29618
98437,98335
98437,102800
57419,57436
33262,125905
33262,32913
33262,32590
33262,32480
33262,32386
82411,83440
82411,83504
58705,59090
58705,67660
69077,68361
23006,22959
135943,136725
85123,85426
85123,86659
61872,62156
61872,62483
61872,65611
101462,101713
5596,7480
70037,69697
153569,153548
89724,89018
150746,150807
150746,150398
127891,127887
128154,128152
44470,43842
36921,37494
61081,60370
61081,60710
114686,114717
45346,43940
75581,75241
75581,76767
75581,75788
75581,76268
75581,75473
75581,76107
75581,75272
32327,32613
154937,155255
154937,155561
136463,136179
37524,26141
37524,149539
37524,25643
37524,44916
37524,36554
37524,36507
37524,37336
28873,28672
144774,144816
139912,133441
76946,76673
76946,74861
76946,75369
76946,76769
79767,80018
79767,79810
152159,153006
152159,152800
16337,16735
16337,17641
133943,133927
133943,133910
81384,81406
81384,81592
65054,64647
14164,13941
14164,14083
53284,53117
96424,89486
117846,118128
117846,118103
128670,99324
128670,129317
103261,116920
109490,109334
109490,109343
109490,115129
109490,115010
146811,146528
146811,146313
26568,27373
26568,25142
22944,22246
22944,154577
112769,112723
57544,57289
57544,57789
67329,67453
67329,67612
41236,53474
41236,41556
109804,109703
109804,109699
109804,109588
109804,109846
109804,109604
123521,123811
123521,123232
123521,124329
88216,88339
127442,127010
127442,127288
127442,127031
127442,126871
127442,126987
127442,108393
127442,99400
127442,120996
9675,9408
9675,8641
9675,9341
113384,120248
113384,114066
6472,6733
6472,3674
25180,26390
64690,64431
64690,65034
64690,64929
64690,65027
64690,65005
65505,65236
65505,65256
131957,131867
89314,89734
89314,89384
89314,89091
82119,82101
82119,81558
82119,81851
24567,24766
24567,154885
145647,147106
145647,145987
145647,147173
97738,98020
76480,75693
97481,97350
10262,10449
32506,35243
32506,32684
32506,35163
32506,32343
32506,32377
109988,109669
109988,109983
104780,94892
104780,95431
104780,119872
143940,144229
143940,144181
47639,15790
129367,128813
39543,40037
136786,136671
124038,124126
124038,124218
124038,123952
124038,124212
106068,106562
106068,116562
31062,30292
31062,30685
31062,30785
45467,44673
17975,17295
17975,14374
40971,153490
40971,61368
40971,145151
40971,71629
40971,153259
40971,153523
149986,150105
149986,150478
149986,150352
86822,86425
87510,87706
80406,61373
80406,80401
80406,80259
92500,93218
92500,92538
92500,92355
124124,124217
84096,84461
84096,83724
8950,148326
8950,9577
68663,69099
68663,69385
9151,9827
9151,9533
9151,9405
136165,134900
136165,143130
136165,135965
136165,136620
65627,65187
65627,65687
65627,65654
137193,137143
88440,88388
88440,87650
20010,16157
128706,128658
25239,26972
76753,75144
76753,76765
32590,32763
32590,32591
32590,32322
32590,32926
32590,33281
53150,53050
53150,53391
53150,53456
37428,26407
37428,34988
37428,45517
7677,7599
7677,15590
7677,5740
141923,140476
141923,140881
9519,8114
9519,9256
9519,9750
9519,9110
9519,14842
9519,9264
78141,77905
78141,77549
78141,77666
16172,13377
16172,15776
105321,105313
105321,104463
105321,34176
105321,34403
61581,61688
61581,61657
148605,149491
102222,109158
15613,15247
15613,8334
15613,15391
15613,8461
15613,8137
15613,15412
15613,8142
15613,15460
7728,8723
35949,36044
35949,37069
77510,76488
77510,76359
77510,77666
77510,77768
77510,75050
77510,77640
77510,78119
11546,11457
11546,11170
58817,59293
58817,67120
45724,44477
45724,9523
45724,47530
125945,126194
125945,127132
104818,105413
104818,104327
104818,32626
143755,143595
127660,127627
127660,127701
61103,71572
33548,33635
33548,33492
80783,51819
2169,3289
2169,3107
2169,3202
2251,2369
2251,4074
26550,48189
42451,54280
67363,67215
67363,67188
67363,67746
28874,32991
10607,10031
10607,10507
10607,9974
10607,10121
27468,27421
27468,27217
27468,27655
134247,91713
134247,134262
134247,134047
44842,44421
44842,149416
44842,149562
44842,149277
82074,81950
16772,16603
16772,16301
29227,152275
141253,141895
98806,97093
98806,98281
23860,23078
23860,23451
23860,154965
125154,125059
125154,125593
84026,81811
84026,167
84026,610
84026,84733
111613,111199
111613,111627
111613,112424
111613,112005
49176,49712
49176,49389
145027,145503
145027,145337
64474,64696
64474,64782
55423,55283
119068,118817
119068,119078
119068,119010
119068,119309
85512,140802
85512,85760
148779,148793
79983,79928
79983,80954
79983,79625
16843,19519
97260,95845
67050,67625
139854,130803
139854,131614
150727,150986
87538,88374
112509,112356
112509,112998
112509,113209
57821,57804
57821,57478
57821,57444
57821,57256
57821,57670
57821,57783
145428,145416
145428,41578
145428,152487
145428,145117
61228,60795
61228,61051
61228,61575
22402,23108
120709,120741
120709,133852
120709,121260
120709,127857
120709,125991
29563,29738
136365,74586
108990,108717
154337,155121
154337,23576
154337,89817
22577,22572
22577,154820
69271,67877
23131,23934
23131,22556
23131,23799
89519,89792
89519,89976
89519,89545
89519,91059
89519,154360
124715,124537
74121,72697
110316,110474
110316,110334
110316,122142
5874,6137
123178,122781
123178,124576
82558,82734
44998,45446
72366,72872
147929,148814
147929,147983
147929,147955
147929,148299
147929,147888
147929,148215
147929,148085
147929,148101
111984,111298
111984,111972
107804,99682
107804,108319
107804,108455
20303,20210
20303,17319
167,59834
32710,32233
82225,83414
82225,82895
82225,82419
82225,82618
117212,117247
93531,93274
127670,127554
127670,127884
127670,127084
145171,145299
145171,145578
66113,66185
66113,62212
116123,116312
112872,112486
112872,112508
112872,113211
50388,50885
50388,50691
50388,52735
124339,124153
60790,60278
38230,43378
38230,43489
38230,37880
152303,152695
152303,152213
152303,152720
152303,152192
152303,152140
152303,152672
109234,109061
146914,145925
146914,147099
146914,146386
147232,23720
147232,154935
153629,153740
43134,42839
118632,119499
112274,112934
112274,112378
112274,112565
112274,112343
112274,112468
27692,34206
27692,34336
27692,32867
39009,150647
39009,28441
39009,141469
130313,129906
130313,139631
19614,19397
39980,39296
39980,40527
4025,4542
4025,3696
4025,4636
4025,4169
4025,3447
69416,3218
93101,92327
135400,135913
135400,135779
31985,53793
136325,134445
141264,141997
141264,141218
141264,142536
153354,153274
153354,153530
76305,75837
76305,75898
76305,76245
107918,108060
107918,107957
88893,88634
128207,128223
112245,117409
112245,112165
43981,43680
43981,44056
43981,44259
98826,97980
98826,97722
40974,40653
40974,42072
40974,41978
40974,40671
40974,53460
147245,147253
147245,153945
47383,47974
47383,48653
47383,49469
81896,81488
108586,102356
45411,45828
58247,58130
58247,58029
141879,142393
141879,82342
63627,63894
91132,91122
91132,90475
91132,91026
91132,91021
20322,20013
144704,144366
26897,47917
26897,26931
26897,26910
142106,86406
142106,141377
142106,85005
38924,38956
38924,39067
38924,39032
74717,74584
74717,74491
112159,112429
112159,112131
112159,112829
112159,112735
108887,101321
43968,45320
79764,79744
79764,79378
79764,79604
143955,136574
143955,144079
143955,135974
143955,153146
28888,28494
28888,29042
28888,28273
28888,28540
28888,28943
28888,28285
28888,28102
154966,155453
154966,22168
86232,86735
86232,85949
23504,23904
23504,23404
23504,23028
23504,23105
23504,22304
126208,107703
97587,146139
97587,96904
97587,96828
111426,111371
111426,111785
35323,34835
35323,35457
132050,131719
132050,132504
132050,131717
26292,35455
26292,25457
138944,138937
138944,138983
138944,139270
90388,90285
90388,90964
90388,91005
90388,90854
134110,92038
134110,134332
5222,5444
78355,58830
33297,35472
32426,32726
32426,114119
32426,33966
85390,85649
144724,144383
144724,143115
144724,144799
61382,41806
61382,55955
104415,104360
104415,105359
104415,105175
62857,62843
62857,62643
62857,83072
62857,64202
111369,111479
111369,111652
111369,111743
27412,27138
27412,26262
17562,17095
17562,17339
17562,18347
17562,17050
81358,77408
81358,82130
102344,101307
102344,109728
102344,101305
102344,109639
102344,102443
110446,110522
110446,110567
44751,45056
44751,45340
150492,150525
16065,13305
63224,63108
63224,56458
63224,63199
63224,62198
63224,56940
63224,62899
106412,106720
106412,105533
52177,52288
52177,41863
52177,52096
95221,95685
95221,95458
95221,95089
95221,94994
95221,94950
28558,28502
21268,21321
21268,21357
21268,22071
21268,22085
21268,21329
21268,21338
155344,155225
76873,63204
76873,78908
76873,78433
76873,75620
117752,117530
117752,117381
117752,120312
117752,110939
76562,76164
76562,75916
76562,76083
77627,76158
906,704
16993,17473
16993,17424
121333,133790
121333,133794
79553,79142
79553,79333
79553,79267
79553,74627
79553,79237
79553,79542
139069,139257
139069,138987
46855,46575
46855,46437
46855,83857
28097,28868
109195,109374
109195,109166
74402,74474
72333,72124
72333,72287
72333,72266
72333,71942
133250,133308
133250,132507
133250,132667
133250,133066
132099,131925
132099,131672
113595,120556
111913,111772
67827,67388
67010,68898
67010,67267
67010,69128
67010,67308
28579,28166
28579,28182
28579,34553
28579,28729
97144,98344
97144,96857
114496,114865
114496,136762
114496,114362
114496,114678
114496,114845
102411,102154
8335,11151
31427,31406
55638,55443
55638,55340
55638,55392
64318,64853
36819,27634
36819,27686
23301,23222
23301,24461
46906,47975
46906,47514
46906,47286
46906,7843
46906,58046
46906,48439
89396,89856
89396,88971
89396,89183
89396,89383
89396,89429
78731,78933
78731,77398
78731,78319
78731,76069
78731,78743
21370,21665
21370,21569
21370,21890
21370,21167
21370,21680
21370,21670
21370,21284
21370,21679
96906,96946
33461,28376
33461,28199
9592,9655
33038,33368
33038,32705
137318,137489
101277,102382
101277,101728
101277,102428
72221,71876
72221,71715
54596,54573
54596,54675
54596,64543
108162,108327
4543,4241
4543,2500
77101,77056
77101,77452
37573,42909
37573,36901
37573,35953
59826,59631
59826,59603
59826,59791
59826,59572
124133,123868
124133,124462
10734,15941
108619,108902
108619,101882
108619,102141
108619,108707
108619,108659
64867,64567
61741,61687
52002,51320
52002,51066
119131,112194
119131,118026
119131,118697
120649,152487
120649,120741
120649,120807
120649,120803
120649,127984
45160,44144
45160,44426
66878,66853
66464,55915
138866,139550
138866,139020
80,1074
80,562
80,84451
80,636
80,412
80,5987
133046,133088
133046,132480
12148,12624
33382,33275
149671,148410
149671,148940
149671,147965
104951,98884
49813,35978
49813,49346
49813,48656
36870,37646
95033,95532
95033,95210
95033,95100
71261,70206
71261,71276
71261,71052
89566,90755
89566,154386
19282,18466
19282,20545
19282,19093
126995,126066
126995,99191
126995,99812
151421,151207
151421,151403
151421,150318
128403,128089
47646,46941
47646,48226
8792,9454
8792,4554
8792,9928
8792,9060
153146,136668
153146,153401
153146,151762
153146,153304
153146,153186
124954,125670
124954,125646
69216,69273
3382,2644
3382,2786
148101,148280
148101,148966
148101,148299
148101,148125
148101,148284
148101,148083
152808,152153
152808,145522
152808,152996
50849,50516
67858,67083
67858,68152
67858,68738
67858,68795
67858,68422
94860,95348
14665,14610
49707,48477
49707,49861
49707,49671
130330,130488
130330,130742
72169,70568
39528,40079
39528,151164
119458,119006
119458,118540
13366,13174
13366,14046
13366,13274
92198,92275
92198,93494
92198,92272
92198,92271
92198,92904
92198,92348
143105,136268
103199,103230
73971,73442
73971,70755
113035,113011
113035,112844
99532,99872
18427,18722
30408,144239
30408,30587
30408,30394
30686,30291
30686,30384
30686,30756
30686,31129
107224,105706
107224,106272
107224,106405
132703,132583
132703,132675
69876,1395
69876,2455
69876,4228
69876,2545
84670,82078
84670,82094
84670,82490
122872,122549
122872,112470
122872,119135
122872,119290
39915,140750
122644,122546
122644,123133
122644,122609
122644,123068
122644,122509
122644,123050
47298,48329
47298,48126
47298,47907
47298,47856
47298,47837
144603,144803
144603,143915
1815,374
1815,68076
68943,68214
135222,135205
120202,120423
83975,83726
83975,84327
71030,71269
71030,70518
71030,70268
71030,70939
71030,70365
71030,71120
101436,108843
62283,62174
62283,62312
41185,63207
84698,83723
84698,84489
119146,118424
2897,3268
2897,3224
148830,148568
83845,84590
83845,46581
83845,46424
83845,84774
1243,1911
1243,11701
1243,5488
1243,1816
1243,1717
123065,122523
123065,122821
123065,123036
123065,122884
154069,153870
154069,154007
43689,45375
43689,44310
74413,74587
74413,144095
43068,42807
128129,121340
128129,128194
128129,133825
95352,95267
64278,62601
64278,63428
92776,93215
29155,29866
132941,132995
132941,133038
53003,52516
130255,43088
130255,43402
130255,43406
153802,89610
153802,154175
153802,153821
110394,110198
151881,151791
26704,26065
26704,26122
17419,17746
17419,17162
116247,116213
116247,115952
116247,106277
108015,107442
108015,107477
108015,107943
108015,108710
108015,108018
7075,6031
7075,6867
21729,20731
21729,21499
21729,21552
21729,21907
149916,149855
149916,149945
79536,79503
95928,106325
39756,39473
39756,40606
39756,39276
81195,86250
29433,29406
29433,29182
55754,56499
32513,32404
32513,33288
32513,34114
136741,136126
8479,48062
8479,8393
118593,119265
118593,118594
118593,118966
41299,41239
127158,126282
127158,126923
127158,127189
151539,150962
151539,151226
151539,151577
151539,151361
90337,91014
90337,90718
90337,90574
90337,90752
90337,90825
90337,90810
118590,118456
118590,119439
118590,118614
118590,118455
118590,119082
118590,118731
118590,119225
108101,107882
108101,108489
75282,75016
75282,75268
75282,76050
75282,76759
67869,148093
67869,115
67869,69212
67869,1968
67869,69045
67869,67863
96370,103142
96370,96291
119635,119694
119635,118134
119467,118764
94096,93717
94096,94647
94096,94345
146690,145982
146690,146152
146690,147051
53072,53117
53072,53363
43034,42922
43034,43006
153500,51811
153500,40754
128477,99733
117673,120459
117673,117677
117673,117367
117673,117545
100072,100441
100229,91591
100229,93732
107459,108115
68518,76127
83310,83251
83310,82618
85986,86594
85986,85990
17124,17532
17124,18072
134209,134056
134209,134191
125350,130505
114528,114652
155438,155125
155438,155410
155438,23736
155438,155553
155438,23963
155438,155292
135895,135834
135895,135371
135895,135302
135895,135730
135895,137150
135895,135549
82928,46218
82928,45985
82928,7181
82928,83564
82928,82212
86286,86283
86286,86251
13203,13025
13203,13262
13203,13601
13203,13327
13203,13008
17944,18155
17944,18291
63215,63834
63215,63482
63215,63883
86493,88303
86493,85988
80625,139640
80625,80810
80625,80681
80625,80600
80625,80554
130988,131431
130988,124201
123831,124235
123831,124328
123831,123952
104926,95803
104926,24737
121040,121082
146778,96569
123504,123346
123504,123499
75663,75993
75663,75454
11681,11801
128772,128509
146839,145952
146839,145734
146839,146844
92614,92408
86432,86756
86432,85965
86432,86890
4049,4965
135399,99997
137146,134896
41723,145297
739,325
125967,107759
72483,70953
72483,73300
154471,22779
154471,154293
