X1,serial,x,y,naics,street,city,state,zip,naics_essential_classification,naics_classification_notes
116775,116775,-82.440243,29.708316,517919,5822 NW 91ST BLVD,GAINESVILLE,FL,32653,Essential*,"Used by law enforcement, public safety, medical, energy, public works, critical manufacturing, food & agricultural production, financial services, education, and other critical industries and businesses (pg.13)"
116779,116779,-82.564371,29.810502,237210,20615 RAILROAD AVE,HIGH SPRINGS,FL,32643,Nonessential,NA
116789,116789,-82.335852,29.671974,531110,1015 NW 21ST AVE,GAINESVILLE,FL,32609,Essential,(pg. 14)
116808,116808,-82.34271,29.639799,621111,1600 SW ARCHER ROAD,GAINESVILLE,FL,32610,Essential,(pg. 1)
116903,116903,-82.4117923086394,29.755296298161,561110,469 TURKEY CREEK,ALACHUA,FL,32615,Essential*,Anything needed to support continuation of essential services
116920,116920,-82.33353,29.645973,531110,629 SW 9TH ST,GAINESVILLE,FL,32601,Essential,(pg. 14)
116930,116930,-82.4478705,29.657232,451120,509 NW 99TH TERRACE,GAINESVILLE,FL,32607,Nonessential,NA
116979,116979,-82.4942799999999,29.7930900000001,541120,PO BOX 1348,ALACHUA,FL,32616,Essential,(pg.15)
117000,117000,-82.3652415,29.692143,512120,2840 NW 41ST PLACE,GAINESVILLE,FL,32605,Nonessential,NA
117018,117018,-82.3134105,29.67327,541618,2217 NE 9TH TERRACE,GAINESVILLE,FL,32609,Essential*,Anything needed to support continuation of essential services
117022,117022,-82.3388715,29.682603,541330,3221 NW 13TH ST A,GAINESVILLE,FL,32609,Essential,(pg. 14)
117064,117064,-82.437822,29.606733,448210,5201 SW 91ST DRIVE,GAINESVILLE,FL,32608,Nonessential,NA
117066,117066,-82.39815,29.661786,812320,1000 NW 51ST TERRACE,GAINESVILLE,FL,32605,Essential,(pg. 19)
117108,117108,-82.42641,29.646648,541618,615 SW 80TH DRIVE,GAINESVILLE,FL,32607,Essential*,Anything needed to support continuation of essential services
117128,117128,-82.1676272956986,29.7936999565006,722513,152 NORTH MAIN ST,ALACHUA,FL,32615,Essential*,"Restaurant carry-out and quick serve food operations, including dark kitchen and food prep centers, and carryout and delivery food employees. (pg. 3)"
117138,117138,-82.070703,29.656098,561730,23615 EAST COUNTY ROAD 1474,HAWTHORNE,FL,32640,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
117191,117191,-82.5980405359562,29.825065293712,441310,5 SE 1ST AVE,HIGH SPRINGS,FL,32643,Essential,(pg. 9)
117203,117203,-82.323324,29.650626,921120,105 SE 1ST AVE 5,GAINESVILLE,FL,32601,Essential,(pg. 14)
117204,117204,-82.3189905,29.81124,541690,412 NE 169TH PLACE,GAINESVILLE,FL,32609,Essential*,Anything needed to support continuation of essential services
117207,117207,-82.3384125,29.676348,811310,2603 NW 13TH ST,GAINESVILLE,FL,32609,Essential,(pg.15)
117210,117210,-82.3766535,29.678202,722511,2701 NW 36TH DRIVE,GAINESVILLE,FL,32605,Essential*,"Restaurant carry-out and quick serve food operations, including dark kitchen and food prep centers, and carryout and delivery food employees. (pg. 3)"
117229,117229,-82.282401,29.628189,531190,3320 SE 27TH AVE,GAINESVILLE,FL,32641,Essential,(pg. 14)
117230,117230,-82.386711,29.677455,541110,2630 NW 41ST ST,GAINESVILLE,FL,32606,Essential,(pg.15)
117237,117237,-82.336941,29.664198,621399,1124 NW 13TH AVE,GAINESVILLE,FL,32601,Essential,(pg. 1)
117239,117239,-82.5165225,29.801637,722511,16088 NW US HWY 441,ALACHUA,FL,32615,Essential*,"Restaurant carry-out and quick serve food operations, including dark kitchen and food prep centers, and carryout and delivery food employees. (pg. 3)"
117240,117240,-82.3639815,29.646189,713990,635 SW 28TH ST,GAINESVILLE,FL,32607,Nonessential,NA
117274,117274,-82.440522,29.606499,541910,5113 SW 92ND COURT,GAINESVILLE,FL,32608,Essential*,Employees necessary to maintain news and media operations across various media. (pg. 14)
117325,117325,-82.34271,29.639799,621210,1600 SW ARCHER ROAD N5503,GAINESVILLE,FL,32610,Essential,(pg. 1)
117334,117334,-82.3128435,29.647989,813319,1005 SE 4TH AVE,GAINESVILLE,FL,32601,Essential*,"Public agency workers responding to abuse and neglect of children, elders, and dependent adults. (pg. 3)"
117337,117337,-82.2805147732227,29.6390634669538,811192,3530 SE HAWTHORNE ROAD,GAINESVILLE,FL,32641,Nonessential,NA
117349,117349,-82.40175,29.709666,531210,5930 NW 54TH WAY,GAINESVILLE,FL,32653,Essential,(pg. 14)
117376,117376,-82.438623,29.648898,488999,401 SW 91ST ST,GAINESVILLE,FL,32607,Essential,(pg. 10)
117402,117402,-82.086732,29.592756,519120,6640 SE 221ST ST,HAWTHORNE,FL,32640,Nonessential,NA
117410,117410,-82.385973,29.673729,NA,2233 NW 41ST STREET STE 100-E,GAINESVILLE,FL,32606,NA,NA
117430,117430,-82.6019360223352,29.8294719569239,813910,122 NW 5TH AVE,HIGH SPRINGS,FL,32643,Essential*,Anything needed to support continuation of essential services
117475,117475,-82.3423725,29.636694,561499,1329 SW 16TH ST,GAINESVILLE,FL,32608,Essential*,Anything needed to support continuation of essential services
117477,117477,-82.4117923086394,29.755296298161,561990,706 TURKEY CREEK,ALACHUA,FL,32615,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
117494,117494,-82.4115825,29.604438,NA,6450 SW ARCHER RD STE 130BRSUITE 160,GAINESVILLE,FL,32608,NA,NA
117503,117503,-82.4101515,29.664558,621399,1147 NW 64TH TERRACE,GAINESVILLE,FL,32605,Essential,(pg. 1)
117532,117532,-82.339533,29.671335,NA,2002 NW 13TH ST 300E,GAINESVILLE,FL,32606,NA,NA
117538,117538,-82.4303939901041,29.6798661001577,611310,3000 NW 83RD ST,GAINESVILLE,FL,32606,Essential*,For purposes of facilitating distance learning or performing other essential functions (pg. 14)
117550,117550,-82.339614,29.63835,621111,1310 SW 13TH ST,GAINESVILLE,FL,32608,Essential,(pg. 1)
117570,117570,-82.38627,29.687643,541430,3731 NW 40TH TERRACE A,GAINESVILLE,FL,32606,Nonessential,NA
117575,117575,-82.470312,29.780253,622110,11621 RESEARCH CIRCLE,ALACHUA,FL,32615,Essential,(pg. 1)
117593,117593,-82.3914225,29.759175,921120,10001 NW 13TH ST,GAINESVILLE,FL,32653,Essential,(pg. 14)
117606,117606,-82.477764,29.65572,238210,308 NW 127TH ST,NEWBERRY,FL,32669,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
117637,117637,-82.4588235,29.682342,811212,10936 NW 31ST PLACE,GAINESVILLE,FL,32606,Essential,(pg. 15)
117670,117670,-82.386531,29.739564,512110,4190 NW 93RD AVE,GAINESVILLE,FL,32653,Nonessential,NA
117680,117680,-82.3424522999999,29.6405544,621111,PO BOX 103204,GAINESVILLE,FL,32610,Essential,(pg. 1)
117689,117689,-82.3942074783599,29.6887872200087,442299,4860 NW 39TH AVE,GAINESVILLE,FL,32606,Nonessential,NA
117738,117738,-82.4124015,29.768499,NA,6201 NW 123RD PLACE,GAINESVILLE,FL,32653,NA,NA
117759,117759,-82.3277025,29.65077,812112,111 SW 3RD ST,GAINESVILLE,FL,32601,Nonessential,NA
117773,117773,-82.4437035,29.60235,541613,9506 SW 56TH PLACE,GAINESVILLE,FL,32608,Essential*,Anything needed to support continuation of essential services
117776,117776,-82.4053799,29.8415400000001,813110,670 WATER OAK TERRACE,LA CROSSE,FL,32658,Essential*,For essential support (pg. 14)
117781,117781,-82.130751,29.765475,561499,12013 NE COUNTY ROAD 1471,WALDO,FL,32694,Essential*,Anything needed to support continuation of essential services
117827,117827,-82.34271,29.639799,621111,1600 SW ARCHER ROAD,GAINESVILLE,FL,32610,Essential,(pg. 1)
117861,117861,-82.415862,29.654676,721110,6901 NW 4TH BLVD,GAINESVILLE,FL,32607,Essential,(pg.15)
117893,117893,-82.4095035,29.661417,621111,6400 WEST NEWBERRY ROAD 101,GAINESVILLE,FL,32605,Essential,(pg. 1)
117938,117938,-82.4123925,29.66616,531312,6517 NW 16TH PLACE,GAINESVILLE,FL,32605,Essential,(pg. 14)
117953,117953,-82.3695525,29.70027,722511,5001 NW 34TH BLVD G,GAINESVILLE,FL,32605,Essential*,"Restaurant carry-out and quick serve food operations, including dark kitchen and food prep centers, and carryout and delivery food employees. (pg. 3)"
117978,117978,-82.371663,29.652372,713940,3324 WEST UNIVERSITY AVE,GAINESVILLE,FL,32607,Nonessential,NA
117997,117997,-82.277451,29.696832,532411,4701 NE 40TH TERRACE,GAINESVILLE,FL,32609,Essential*,Facilitate continuity of operations for essential workforces and other essential travel (pg. 10)
118024,118024,-82.607211,29.636235,NA,25053 SW 18TH AVE,NEWBERRY,FL,32669,NA,NA
118026,118026,-82.424313,29.65635,621111,350 NW 76TH DRIVE,GAINESVILLE,FL,32607,Essential,(pg. 1)
118029,118029,-82.3423005,29.612835,624190,4300 SW 13TH ST,GAINESVILLE,FL,32608,Essential,(pg. 1)
118064,118064,-82.3919715,29.657376,621111,4500 WEST NEWBERRY ROAD,GAINESVILLE,FL,32607,Essential,(pg. 1)
118110,118110,-82.385802,29.673999,621399,2251 NW 41ST ST G,GAINESVILLE,FL,32606,Essential,(pg. 1)
118112,118112,-82.4071005,29.752578,111421,10713 NW 59TH TERRACE,GAINESVILLE,FL,32653,Essential*,"Employees of companies engaged in the production, storage, transport, and distribution of... substances used by the food and agriculture industry, including seeds (pg. 4)"
118125,118125,-82.3581,29.667672,446199,1629 NW 24TH ST,GAINESVILLE,FL,32605,Essential,(pg. 1)
118142,118142,-82.34271,29.639799,621111,1600 SW ARCHER ROAD,GAINESVILLE,FL,32610,Essential,(pg. 1)
118146,118146,-82.416852,29.663694,621210,1204 NW 69TH TERRACE,GAINESVILLE,FL,32605,Essential,(pg. 1)
118161,118161,-82.438371,29.693556,623110,4200 NW 90TH BLVD,GAINESVILLE,FL,32606,Essential,(pg. 1)
118201,118201,-82.5892605,29.818017,541990,23077 NW 178TH AVE,HIGH SPRINGS,FL,32643,Essential*,Employees necessary to maintain news and media operations across various media. (pg. 14)
118211,118211,-82.430172,29.61711,561990,8208 SW 42ND AVE,GAINESVILLE,FL,32608,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
118247,118247,-82.424583,29.655054,921120,240 NW 76TH DRIVE,GAINESVILLE,FL,32607,Essential,(pg. 14)
118250,118250,-82.439523,29.604519,541110,5347 SW 91ST TERRACE A,GAINESVILLE,FL,32608,Essential,(pg.15)
118266,118266,-82.338822,29.681676,624190,3131 NW 13TH ST 56,GAINESVILLE,FL,32609,Essential,(pg. 1)
118311,118311,-82.3335435,29.652255,812113,818 WEST UNIVERSITY AVE,GAINESVILLE,FL,32601,Nonessential,NA
118324,118324,-82.2753662393498,29.6976648325176,561320,3950 NE 48TH AVE,GAINESVILLE,FL,32609,Essential*,Anything needed to support continuation of essential services
118326,118326,-82.3403835,29.687319,621320,3720 NW 13TH ST 12,GAINESVILLE,FL,32609,Essential,(pg. 1)
118381,118381,-82.323513,29.661192,811212,102 NE 10TH AVE 15,GAINESVILLE,FL,32601,Essential,(pg. 15)
118385,118385,-82.35693,29.624418,NA,3010 SW 23RD TERRACE APT127,GAINESVILLE,FL,32608,NA,NA
118410,118410,-82.313244,29.659554,517110,1000 NE 8TH AVE,GAINESVILLE,FL,32601,NA,NA
118430,118430,-82.4942597956986,29.7872724317761,NA,14450 NW 140ST BLVD SUITE 10 - ALACHUA FLORIDA 32615,ALACHUA,FL,32615,NA,NA
118469,118469,-82.3907835,29.674818,621399,4436 NW 23RD AVE A,GAINESVILLE,FL,32606,Essential,(pg. 1)
118477,118477,-82.381653,29.68776,446191,3801 NW 38TH ST,GAINESVILLE,FL,32606,Essential,(pg. 3)
118500,118500,-82.428381,29.598012,NA,5886 SW 79TH WAY,GAINESVILLE,FL,32608,NA,NA
118527,118527,-82.3356135,29.674125,523930,1020 NW 23RD AVE EAST,GAINESVILLE,FL,32609,Essential,(pg.16)
118565,118565,-82.392822,29.683665,NA,4625 NW 33RD CT,GAINESVILLE,FL,32606,NA,NA
118571,118571,-82.4212035,29.601657,NA,5745 SW 75TH ST 232,GAINESVILLE,FL,32608,NA,NA
118620,118620,-82.388691,29.699874,531210,4907 NW 43RD ST A,GAINESVILLE,FL,32606,Essential,(pg. 14)
118643,118643,-82.4629725,29.685384,624410,11333 NW 35TH AVE,GAINESVILLE,FL,32606,Essential,Childcare must be carried out in stable groups of 10 or fewer (inclusive of childcare providers for the group) (pg.15)
118668,118668,-82.3871115,29.687166,624190,4101 NW 37TH PLACE A,GAINESVILLE,FL,32606,Essential,(pg. 1)
118692,118692,-82.52793,29.81007,561740,16903 NW 174TH TERRACE,ALACHUA,FL,32615,Nonessential,NA
118694,118694,-82.4300235,29.64798,621210,432 SW 80TH BLVD,GAINESVILLE,FL,32607,Essential,(pg. 1)
118705,118705,-82.38429,29.717379,238990,6831 NW 40TH DRIVE,GAINESVILLE,FL,32653,Essential*,Workers performing housing construction related activities to ensure additional units can be made available to combat the nation’s existing housing supply shortage. (pg. 18)
118718,118718,-82.3501622032281,29.6369293455773,621111,2000 SW ARCHER ROAD,GAINESVILLE,FL,32608,Essential,(pg. 1)
118754,118754,-82.6032907153734,29.8297218612067,561990,625 NW 1ST AVE,HIGH SPRINGS,FL,32643,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
118766,118766,-82.4292225,29.668554,541990,1722 NW 80TH BLVD 70,GAINESVILLE,FL,32606,Essential*,Employees necessary to maintain news and media operations across various media. (pg. 14)
118835,118835,-82.4095035,29.661417,621111,6400 WEST NEWBERRY ROAD 207,GAINESVILLE,FL,32605,Essential,(pg. 1)
118844,118844,-82.5581925,29.892555,111998,26015 OLD BELLAMY ROAD,HIGH SPRINGS,FL,32643,Essential,(pg. 3)
118858,118858,-82.443024,29.567817,488190,9401 SW 94TH TERRACE,GAINESVILLE,FL,32608,Essential,(pg. 10)
118887,118887,-82.384803,29.632482,621999,4016 SW 22ND ROAD APT A,GAINESVILLE,FL,32607,Essential,(pg. 1)
118899,118899,-82.3733652853979,29.6393958244247,443142,326 UNIVERSITY VILLAGE APT 4,GAINESVILLE,FL,32603,Essential,(pg.16)
118936,118936,-82.363581,29.689164,NA,2730 NW 39TH AVE,GAINESVILLE,FL,32605,NA,NA
118938,118938,-82.3356,29.672406,561790,1020 NW 21ST AVE,GAINESVILLE,FL,32609,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
118941,118941,-82.4143635,29.66346,621111,6716 NW 11TH PLACE,GAINESVILLE,FL,32605,Essential,(pg. 1)
118957,118957,-82.34271,29.639799,813920,1600 SW ARCHER ROAD,GAINESVILLE,FL,32610,Essential*,Anything needed to support continuation of essential services
118958,118958,-82.3366935,29.633985,561499,1940 SW 11TH TERRACE,GAINESVILLE,FL,32601,Essential*,Anything needed to support continuation of essential services
118968,118968,-82.493973,29.673684,237210,14110 NW 21ST LANE,GAINESVILLE,FL,32606,Nonessential,NA
118973,118973,-82.3244715,29.648943,921120,235 SOUTH MAIN ST 205,GAINESVILLE,FL,32601,Essential,(pg. 14)
118980,118980,-82.074843,29.575485,561990,8506 HOLDEN PARK ROAD,HAWTHORNE,FL,32640,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
118993,118993,-82.437264,29.608128,812112,9108 SW 49TH PLACE,GAINESVILLE,FL,32608,Nonessential,NA
119007,119007,-82.3323825,29.690793,722410,4130 NW 6TH ST,GAINESVILLE,FL,32609,Essential*,"Restaurant carry-out and quick serve food operations, including dark kitchen and food prep centers, and carryout and delivery food employees (pg. 3)"
119032,119032,-82.4180151439699,29.727278150466802,924120,7922 NW 71ST ST,GAINESVILLE,FL,32653,Essential,(pg.15)
119057,119057,-82.339002,29.648169,813410,401 SW 13TH ST,GAINESVILLE,FL,32601,Nonessential,NA
119116,119116,-82.3575915,29.689434,561990,3929 NW 23RD DRIVE,GAINESVILLE,FL,32605,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
119202,119202,-82.4062635,29.686419,611610,5923 NW 36TH PLACE,GAINESVILLE,FL,32606,Essential*,For purposes of facilitating distance learning or performing other essential functions (pg. 14)
119222,119222,-82.3638105,29.631699,622110,2708 SW ARCHER ROAD,GAINESVILLE,FL,32608,Essential,(pg. 1)
119231,119231,-82.477242,29.62818,445110,2710 SW 125TH ST,ARCHER,FL,32618,Essential,(pg. 3)
119235,119235,-82.3234905,29.649942,541511,201 SE 2ND AVE 207,GAINESVILLE,FL,32601,Essential,(pg.12)
119251,119251,-82.1031435,29.695059,561730,20611 NE 45TH PLACE,HAWTHORNE,FL,32640,Essential*,"Provide services that are necessary to maintaining the safety, sanitation, and essential operation of residences, businesses and buildings such as hospitals, senior living facilities, any temporary construction required to support COVID-19 response (pg. 10)"
